id,Product_Prices,Original_Crawled_URLs,Raw_Entire_Dataset,Product_Classes,Raw_Product_Categories
456,149,"http://www.mediamarkt.com.tr/mcs/product/DE-LONGHI-ICM15250-Mekanik-Filtre-Kahve-Makinesi,103452,504069,868360.html?langId=-14",DE LONGHI ICM15250 Mekanik Filtre Kahve Makinesi,127,Ev Aletleri & Yaşam > Kahve & Çay Yapma > Türk Kahve Makineleri & Cezveler
457,527,http://www.exa.com.tr/asus/adsl_modemler/asus_dslac68u-358-23259.html,Asus DSL-AC68U 4 Port 1900 Mbps VDSL Modem-Router,142,Çevre Birimleri > ADSL Modemler
458,399,http://www.gold.com.tr/nikon-coolpix-s5200-kirmizi-dijital-fotograf-makinesi_u,Nikon Coolpix S5200 Kırmızı Dijital Fotoğraf Makinesi,60,Foto&Kamera > Dijital Fotoğraf Makinesi
459,672,http://www.novabilgisayar.com/bilgi.asp?ID=10267,CORSAIR Graphite 780T Arctic White USB3.0 FULL-TOWER Pencereli Güç kaynaksız Beyaz Kasa (CC-9011059-WW ),67,KASA > CORSAIR > Graphite 780T Arctic White
460,40,http://www.vatanbilgisayar.com/muvit-coque-thingel-iphone-6-kilifi-pembe.html,Muvit Coque Thingel iPhone 6 Kılıfı (Pembe),12,Aksesuar Ürünleri > Çantalar ve Kılıflar > Telefon Kılıfları > MUVİT
461,199,http://www.ucuzlukcu.com/urunler/pc-dragon-age-inquisition-cxtbu/,PC DRAGON AGE INQUISITION,170,Bilgisayar > Yazılım Ürünleri > Oyunlar > Bilgisayar Oyunları
462,26,http://www.vatanbilgisayar.com/slx-301-hdmi-dan-hdmi-kablo-15m.html,SLX-301 HDMI DAN HDMI KABLO 1.5M,176,Aksesuar Ürünleri > Kablolar > Görüntü Kabloları > S-LINK
463,63,http://www.hizlial.com/airties-air-2411-300-mbps-245ghz-cift-band-kablosuz-ag-erisim-adaptoru/10250011,Airties Air 2411 300 Mbps 2.4/5Ghz Çift Band Kablosuz Ağ Erişim Adaptörü,80,Bilgisayar > Ağ Ürünleri & Modemler > Wireless Adaptör
464,220,http://www.vatanbilgisayar.com/asgard-pro-pure-black-edition-500w-midt-atx-siyah-kasa.html,XIGMATEK ASGARD PRO PURE BLACK EDITION 500W MidT ATX SİYAH KASA CCC-AE37BS-U51,44,OEM Ürünleri > Bilgisayar Kasaları > Middle Tower > XIGMATEK
465,28,http://www.webdenal.com/sandisk-sdsdu-016g-u46_433111.html,16gb Ultra Sd Kart Cl10 (sdsdu-016g-u46),95,Fotoğraf / Elektronik > Hafıza Kartı > SD Bellek
466,44,"http://www.mediamarkt.com.tr/mcs/product/CANON-CLI-526BK-Siyah-Kartuş,103452,504965,828053.html?langId=-14",CANON CLI-526BK Siyah Kartuş,180,Bilgisayar > Ofis Malzemeleri > Kartuşlar
467,192,"http://www.mediamarkt.com.tr/mcs/product/CASELOGIC-CA.FLXM102M-Logic-Reflexion-DSLR-Fotoğraf-Makinesi---iPad-Messenger-Taşıma-Çantası-Boz-Kahve,103452,504127,1459259.html?langId=-14",CASELOGIC CA.FLXM102M Logic Reflexion DSLR Fotoğraf Makinesi + iPad Messenger Taşıma Çantası Boz Kahve,167,Tabletler > Tablet Aksesuarları > Apple Çanta & Korumalar
468,88,http://www.vatanbilgisayar.com/t1301-siyah-kartus-sx525_sx620_bx525_bx625.html,T1301 Siyah Kartuş SX525/SX620/BX525/BX625,248,Tüketim Malzemeleri > Kartuş > EPSON
469,370,http://www.birnumaram.com/Navking-W50M-Navigasyon-CihazC4B1-fiyatlari.html,Navking W50M Navigasyon Cihazı,50,Tüketici Elektroniği
470,349,http://www.teknosa.com/urunler/125250304/microsoft-office-mac-home-and-student-2011-english,MICROSOFT OFFICE MAC HOME AND STUDENT 2011 ENGLISH A 1 LICENSE MIDDLE EAST EM DVD GZA-00277,64,BİLGİSAYAR > YAZILIM > UYGULAMA YAZILIMI
471,159,http://www.vatanbilgisayar.com/delonghi-icm15250-cam-filtre-kahve-makinesi.html,DELONGHI ICM15250 CAM FILTRE KAHVE MAKİNESİ,127,Küçük Ev Aletleri > Mutfak Ürünleri > Çay Kahve Makinesi > DELONGHI
472,226,http://www.bizdehesapli.com/xerox-106r01476-phaser-6121mfp-yuksek-kapasiteli-siyah-toner-kartusu-2500-sayfa-urun-106R01476,XEROX 106R01476 PHASER 6121MFP YUKSEK KAPASITELI SIYAH TONER KARTUSU 2500 SAYFA,68,Bilgisayar > Yazıcı/Tarayıcı/Fax > Yazıcı Tonerleri > XEROX 106R01476 PHASER 6121MFP YUKSEK KAPASITELI SIYAH TONER KARTUSU 2500 SAYFA
473,1502,http://www.gold.com.tr/asus-poseidon-gtx780-p-3gd5-3gb-gddr5-ekran-karti_u,Asus Poseidon-GTX780-P-3GD5 3GB GDDR5 Ekran Kartı - 384Bit HDMI,90,Bilgisayar > Bilgisayar Bileşenleri > Ekran Kartı
474,1399,http://www.gold.com.tr/nikon-d3200-18-55-mm-vr-ii-siyah-dslr-fotograf-makinesi_u,Nikon D3200 18-55 MM VR II Siyah DSLR Fotoğraf Makinesi - 18-55 MM VR II+Çanta + 32 GB Hafıza Kartı HEDİYE,149,Foto&Kamera > SLR Fotoğraf Makinesi
475,14,http://www.vatanbilgisayar.com/slx-241-hdmi-disi-den-dvi-24-5-erkek-adaptor.html,SLX-241 HDMI DİŞİ DEN DVI 24+5 ERKEK ADAPTÖR,72,Aksesuar Ürünleri > Bağlantı Cihazları ve Çeviriciler > Çeviriciler > S-LINK
476,31,"http://www.istanbulbilisim.com.tr/brother-lc37c-mavi-murekkep-kartusu-fiyati,115111.html",Brother LC37C Mavi Mürekkep Kartuşu,54,Mürekkep Kartuşları > Brother
477,1404,http://www.exa.com.tr/hp/notebook/hp_k0w08ea-323-24139.html,"HP K0W08EA 11-n000nt N3540 4G 750G 11.6"" W8 Touch",36,Bilgisayar > Notebook
478,228,http://www.ucuzlukcu.com/urunler/xigmatek-ccc-ae37bs-u51-asgard-pro-500w-siyah-usb-3-0-212cm-fan-kasa-gafez/,Xigmatek CCC-AE37BS-U51 ASGARD PRO 500W Siyah Usb 3.0 2*12cm Fan Kasa,44,Bilgisayar > Bilgisayar Bileşenleri (O.E.M) > Bilgisayar Kasaları
479,72,http://www.vatanbilgisayar.com/vortex-plus--intel-lga-775_1155_1156_1366--amd-am2_am2-_am3-islemci-sogutucu.html,COOLER MASTER VORTEX PLUS 775/1155/1156/1366&AM2/AM2+/AM3 İŞLEMCİ SOĞUTUCU RR-VTPS-28PK-R1,141,OEM Ürünleri > Soğutma Sistemleri > İşlemci > COOLER MASTER
480,14,"http://www.mediamarkt.com.tr/mcs/product/MARUMI-52-mm-Low-Uv-Filtre,103452,465700,1632634.html?langId=-14",MARUMI 52 mm Low Uv Filtre,206,Foto & Kamera > Aksesuar > Lens
481,30,http://www.vatanbilgisayar.com/sg650-pc-uyumlu-titresimli-oyun-kolu.html,SG650 PC UYUMLU TİTREŞİMLİ OYUN KOLU,269,Aksesuar Ürünleri > Oyun Kolları ve Direksiyonlar > Gamepad > SNOPY
482,9297,http://www.buroteknik.com/lg-65ub980v-65-164cm-4k-ultra-hd-tv-3d-1300-hz-led-televizyon_150165.html,"LG 65UB980V 65"" (164cm) 4K Ultra HD TV 3D 1300 Hz LED Televizyon",75,Elektronik Televizyon > Televizyon > LED Televizyon
483,1144,http://www.jettekno.com/Products-24074-sapphire-4gb-r9-290x-oc-tri-x-gddr5-512-bit-11226-00-40g-hdmi-2xdvi-ati-16x.html,SAPPHIRE 4GB R9 290X OC TRI-X GDDR5 512 Bit 11226-00-40G HDMI 2xDVI ATI 16X,223,OEM > Ekran Kartları
484,227,"http://www.istanbulbilisim.com.tr/philips-203v5lsb2-62-parlak-siyah-monitor-fiyati,142538.html",Philips 203V5LSB2-62 Parlak Siyah Monitör,31,Monitör > PHILIPS
485,1026,https://www.yuppigo.com/Hangars/HangarsDetay.aspx?Xmlluckys=ypg-368338&GSKILL-F4-2666C16Q-16GRB-Ripjaws4-Mavi-DDR4-2666Mhz-CL16-16GB-4X4GB-QUAD-16-16-16-36-12V,GSKILL F4-2666C16Q-16GRB Ripjaws4 Mavi DDR4-2666Mhz CL16 16GB (4X4GB) QUAD (16-16-16-36) 1.2V,251,Bilgisayar >  Bilgisayar Bileşenleri >  Bellek (Ram)
486,404,http://www.buroteknik.com/Samsung-850-EVO-250-GB-SSD-Disk-MZ-75E250BW_161503.html,Samsung 850 EVO 250 GB SSD Disk MZ-75E250BW,69,Bilgisayar Tablet Yazıcı > Veri Depolama / Yedekleme > Harddisk ve SSD
487,103,http://www.vatanbilgisayar.com/tarthz37202eu-folio-stand-mini-ipad-kilif-mavi.html,TARTHZ37202EU FOLİO STAND MİNİ IPAD KILIF- (MAVİ),148,Aksesuar Ürünleri > Çantalar ve Kılıflar > Tablet Kılıfları > TARGUS
488,159,http://www.kliksa.com/urun/creative-crea-a120-2-1-hoparlor/900362600,Creative Crea-A120 2+1 Hoparlör,25,Bilgisayar > Çevre Birimleri > Bilgisayar Hoparlörü
489,378,http://www.buroteknik.com/asus-me176cx-1b008a-tablet-fiyati_145810.html,"Asus Memo Pad ME176CX-1B008A Intel Z3745 1GB 8GB 7"" Android 4.4 Tablet",186,Bilgisayar Tablet Yazıcı > Tablet
490,675,http://www.eksenbilgisayar.com/urun/samsung-sl-c460w-a4-usb-wi-fi-renkli-lazer-yazici.aspx,SAMSUNG SL-C460W A4 USB Wi-Fi Renkli Lazer Yazıcı,244,Baskı Çözümleri > Lazer Çok Fonksiyonlu Yazıcı > Siyah - Beyaz
491,509,http://www.bedavacim.com.tr/CORSAIR-240GB-FORCE-3-2-5-SATA3-6Gb-555-525-BC-CSSD-F240GBGS-BK_18023.html,"CORSAIR 240GB FORCE 3 2.5"" SATA3 6Gb(555/525) BC-CSSD-F240GBGS-BK",197,Bilgisayar > Veri Depolama > SSD (Solid State Drive)
492,1769,http://www.bedavacim.com.tr/Lenovo-Z5070-59-424576-Notebook_25512.html,Lenovo Z5070 59-424576 Notebook,120,Bilgisayar > Bilgisayarlar > Notebook
493,203,http://www.buroteknik.com/hp-cn623a-kartus_111055.html,HP CN623A 971 X451 X476 X551 X576 Kırmızı Kartuş,239,Toner Kartuş Şerit > Kartuş
494,215,http://www.bedavacim.com.tr/SEAGATE-1-TB-2-5-BACKUP-PL-USB3-0-GuMus-STDR1000201_21692.html,"SEAGATE 1 TB 2.5"" BACKUP PL.USB3.0 GÜMÜŞ STDR1000201",116,Bilgisayar > Veri Depolama > Taşınabilir Disk
495,105,"http://www.istanbulbilisim.com.tr/hp-940xl-siyah-murekkep-kartusu-c4906a-fiyati,116073.html",HP 940XL Siyah Mürekkep Kartuşu - C4906A,172,Mürekkep Kartuşları > HP
496,132,http://www.vatanbilgisayar.com/ts-g132ci-13cm-2-yollu-hoparlorler-bas-tiz-210w.html,"TS-G132CI 13cm 2-yollu Hoparlörler (Bas, Tiz), 210W",83,Tüketici Elektroniği > Oto Ses Sistemleri > Hoparlör > PIONEER
497,11,"http://www.istanbulbilisim.com.tr/addison-hdd-130-mavi-2-5-hdd-kilifi-fiyati,141491.html",Addison HDD-130 Mavi 2.5 Hdd Kılıfı,4,Tablet Aksesuar > Diğer
498,132,http://www.incehesap.com/logitech-g230-gaming-kulaklik-fiyati-25595/,Logitech G230 Gaming Kulaklık 981-000540,212,Bilgisayar > Çevre Birimleri > Kulaklık ve Mikrofon
499,59,http://www.worldteknoloji.com/Products-17340-airties-air2411-300mbps-80211b-g-usb-kablosuz-adaptor.html,AIRTIES AIR2411 300Mbps 802.11b/g USB Kablosuz Adaptör,80,Bilgisayar Bileşenleri > Adsl / Kablonet Modemler > AIRTIES
500,128,http://www.worldteknoloji.com/Products-17459-zalman-performa-775-1155-1366-2011-am2-am3-fm1-bakir--aluminyum-heat--pipe-12-cm-fan-islemci-fani-cnps11x.html,ZALMAN PERFORMA 775-1155-1366-2011 AM2-AM3-FM1 Bakır / Alüminyum Heat - Pipe 12 Cm Fan İşlemci Fanı CNPS11X,203,Bilgisayar Bileşenleri > Notebook Soğutucular > ZALMAN
501,5578,http://www.buroteknik.com/en-ucuz-samsung-ue-55hu7500-55-inc-3d-led-tv-fiyati-ozellikleri_145304.html,"Samsung UE-55HU7500 55"" 1000Hz Smart 3D Ultra HD LED Televizyon",152,Elektronik Televizyon > Televizyon > LED Televizyon
502,649,http://www.vatanbilgisayar.com/seg-32sd5150-32-81-cm-hd-ready-led-tvuydu-alicili.html,"SEG 32SD5150 32'' 81 CM HD READY LED TV,UYDU ALICILI",58,Tüketici Elektroniği > Televizyon > LED TV > SEG
503,45,http://www.aynigunkargo.com/shl3000wt/00-tamboy-beyaz-kulaklik,Shl3000Wt/00 Tamboy Beyaz Kulaklık,266,Bilgisayar > Bilgisayar Bileşenleri > Kulaklıklı Mikrofon
504,1729,"http://www.mediamarkt.com.tr/mcs/product/APPLE-MH182TU-A-iPad-Air-2-Wi-Fi-64-GB-Tablet-PC-Altın,103452,471115,1597218.html?langId=-14",APPLE MH182TU/A iPad Air 2 Wi-Fi 64 GB Tablet PC Altın,246,Tabletler
505,1670,http://www.deveyuku.com/urun/sony-xperia-z2-d6503-cep-telefonu_150372.aspx,Sony Xperia Z2 D6503 Cep Telefonu,93,Cep Telefonu > Resim > Sony > Sony Xperia Z2 D6503 Cep Telefonu
506,500,http://www.deveyuku.com/urun/asus-dsl-ac68u-4port-1900mbps-kblsz-modem-router_167466.aspx,ASUS DSL-AC68U 4PORT 1900Mbps KBLSZ MODEM ROUTER,142,Ağ Ürünleri > Resim > Asus > ASUS DSL-AC68U 4PORT 1900Mbps KBLSZ MODEM ROUTER
507,1629,"http://www.tvt.com.tr/Apple-iPad-Air-2-MH182TUA-64-GB-WiFi-Altin,PR-47746.html",Apple iPad Air 2 MH182TU/A 64 GB WiFi Altın,246,iPad
508,1490,http://www.alalimbakalim.com/samsung-g850-galaxy-alpha.html,Samsung G850F Galaxy Alpha Cep Telefonu,9,
509,21,http://www.vatanbilgisayar.com/snopy-sn-10b-mikrofonlu-kulaklik.html,SNOPY SN-10B MİKROFONLU KULAKLIK,103,Aksesuar Ürünleri > Kulaklık ve Mikrofon > Kulakiçi Kulaklık > SNOPY
510,242,http://www.buroteknik.com/logitech-g230-kablolu-oyuncu-kulaklc4b1c49fc4b1-981-000540_149342.html,Logitech G230 Kablolu Oyuncu Kulaklığı 981-000540,212,Bilgisayar Tablet Yazıcı > Kulaklık Webcam Hoperlör > Mikrofon ve Kulaklıklar
511,2016,"http://www.istanbulbilisim.com.tr/lg-pw700-minibeam-projeksiyon-fiyati,139193.html",LG PW700 Minibeam Projeksiyon,247,Projeksiyon > LG
512,512,http://www.hizlial.com/gigabyte-z97x-gaming-5-intel-z97-1150-soket-3200mhz-oc-ddr3-sata-30-usb-30-anakart-z97x-gaming-5/10382160,Gigabyte Z97X-Gaming 5 Intel Z97 1150 Soket 3200MHz O.C. DDR3 Sata 3.0 Usb 3.0 Anakart (Z97X-GAMING-5),126,Bilgisayar > Bilgisayar Bileşenleri > Anakartlar
513,30,http://www.deposhop.com/urun/s-link-slx-301-hdmi-to-hdmi-1.5m-altin-uclu-24k--kor.kilif-1.4-ver.-3d-kablo,S-link SLX-301 HDMI TO HDMI 1.5m Altın Uçlu 24K + Kor.Kılıf 1.4 Ver. 3D Kablo,176,Ağ Ürünleri > Ağ Ürünleri-Kablolar
514,89,http://www.alalimbakalim.com/nikon-mh-61-en-el5-batarya-sarj-cihazi.html,Nikon MH-61 EN-EL5 Batarya Şarj Cihazı,188,
515,39,http://www.ereyon.com.tr/urun/mikado-md-10bt-tf-kart-fm-destekli.aspx,Mikado MD-10BT Tf Kart Fm Destekli Bluetooth Şarjlı Speaker,7,Bilgisayar > Çevre Birimleri > Hoparlör
516,273,http://www.gold.com.tr/canon-crg-731c-1500-sayfa-kapasiteli-mavi-toner_u,Canon CRG-731C 1500 Sayfa Kapasiteli Mavi Toner,137,Bilgisayar > Sarf Malzemeler > Toner
517,548,http://www.bizdeuygun.com/Tefal-GV8930_127132.html,Tefal GV8930,178,Ev Aletleri
518,249,"http://www.mediamarkt.com.tr/mcs/product/SONY-DSCW800-20-1-MP-5x-Optik-Zoom-Dijital-Fotoğraf-Makinesi-Gümüş,103452,465684,1265245.html?langId=-14","SONY DSCW800 20,1 MP 5x Optik Zoom Dijital Fotoğraf Makinesi Gümüş",182,Foto & Kamera > Fotoğraf Makineleri > Dijital Kompakt Makineler
519,38,http://www.bedavacim.com.tr/FRC4B0SBY-FK-W98QU-2-4GHZ-KABLOSUZ-KLAVYE-MOUSE-SET_18212.html,FRİSBY FK-W98QU 2.4GHZ. KABLOSUZ KLAVYE & MOUSE SET,77,Bilgisayar > Cevre Birimleri > Klavye
520,149,http://www.hizlial.com/logitech-g230-gaming-kulaklik-981-000540/10348808,Logitech G230 Gaming Kulaklık (981-000540),212,Bilgisayar > Çevre Birimleri > Kulaklık
521,1299,http://www.deveyuku.com/urun/canon-eos-600d-18-55mm-dc-lens-dijital-slr-fotograf-makinasi_62405.aspx,Canon EOS 600D 18-55mm DC Lens Dijital SLR Fotoğraf Makinası,260,Dijital SLR Fotoğraf Makinesi > Resim > CANON > Canon EOS 600D 18-55mm DC Lens Dijital SLR Fotoğraf Makinası
522,12,http://www.hizlial.com/sandisk-cruzer-switch-8gb-usb-bellek-sdcz52-008g-b35/10227066,SanDisk Cruzer Switch 8GB USB Bellek SDCZ52-008G-B35,191,Bilgisayar > Veri Depolama
523,179,http://www.dijitall.com/pc-battlefield-4-premium-edition,PC BATTLEFIELD 4 PREMIUM EDITION,97,Hobi & Oyun Konsolları > Oyunlar > PC Oyunu
524,144,"http://www.istanbulbilisim.com.tr/zalman-cnps11x-performa-120mm-v-tipi-cift-isi-lga2011-cpu-fan-fiyati,142030.html",Zalman CNPS11X PERFORMA 120mm V-tipi Çift Isı LGA2011 CPU Fan,203,Soğutucu(Fan) > Zalman
525,290,http://www.buroteknik.com/wd-my-passport-for-mac-2-5-1tb_115572.html,"Western Digital 2.5"" 1TB My Passport For Mac Taşınabilir Harici Harddisk - WDBLUZ0010BSL-EESN",222,Bilgisayar Tablet Yazıcı > Veri Depolama / Yedekleme > Taşınabilir Diskler
526,59,http://www.bimeks.com.tr/urun/123999/airties-air-2411-dual-band-300-mbps-kablosuz-usb-adaptor.aspx,AirTies AIR 2411 Dual Band 300 Mbps Kablosuz USB Adaptör,80,Bilgi Teknolojileri > Ağ ve Modem > Wireless Adaptör > AirTies AIR 2411 Dual Band 300 Mbps Kablosuz USB Adaptör
527,215,http://www.webdenal.com/philips-gc4860-37_731976.html,Gc4860/37 Azur Buharlı Ütü,145,Ev / Bakım > Ütü Grubu > Ütü
528,127,http://www.vatanbilgisayar.com/c4906ae-siyah-kartus-no940xl.html,C4906AE Siyah Kartuş No:940XL,172,Tüketim Malzemeleri > Kartuş > HP
529,43,http://www.vatanbilgisayar.com/dlc2416_10-micro-mini-usb-sarj-kablosu.html,DLC2416/10 MİCRO+MİNİ USB ŞARJ KABLOSU,256,Aksesuar Ürünleri > Piller ve Şarj Aletleri > Telefon Şarj Aletleri > PHILIPS
530,17,http://www.gold.com.tr/inca-iwm-221rsk-2-4ghz-nano-alici-kirmizi-mouse_u,Inca IWM-221RSK 2.4Ghz Nano Alıcı Kırmızı Mouse - Pil Hediyeli,278,Bilgisayar > Bilgisayar Aksesuarları > Notebook Aksesuarları > Notebook Mouseları
531,37,http://www.jettekno.com/Products-12511-everest-tk-5-42--55-lcd-led-slim-duvar-aski-aparati.html,EVEREST TK-5 42 - 55 LCD-LED SLIM Duvar Askı Aparatı,165,Elektronik > Televizyonlar
532,238,http://www.buroteknik.com/philips-203v5lsb26-led-monitor-fiyati_144032.html,"Philips 203V5LSB26-62 19.5"" 1600x900 5ms LED Monitör",31,Bilgisayar Tablet Yazıcı > Monitörler
533,270,http://www.webdenal.com/cooler-master-rs550-80gaj3-eu_656726.html,550w Rs550-80gaj3-eu Güç Kaynağı,268,Bilgisayar Ürünleri > Bilgisayar Bileşenleri (OEM) > Power Supply
534,38,http://www.kliksa.com/urun/hp-cn054ae-933xl-mavi-kartus/901988358,HP CN054AE 933XL Mavi Kartuş,20,Bilgisayar > Yazıcılar > Kartuş-Toner-Drum
535,193,http://www.eksenbilgisayar.com/store/ProductDetails.aspx?productid=101193,CANON CRG-731M Kırmızı Magenta Kartuş i-SENSYS MF8230Cn,233,Tüketim Ürünleri > Sarf Malzemeler > Toner
536,50,http://www.worldteknoloji.com/Products-4573-asus-usb-n13-300mbps-80211n-usb-kablosuz-adaptor.html,ASUS USB-N13 300Mbps 802.11n USB Kablosuz Adaptör,181,Bilgisayar Bileşenleri > Adsl / Kablonet Modemler > ASUS
537,215,http://www.deveyuku.com/urun/hp-d4h22c--deskjet-2645-aio-yaztarfot-ink-adv_154271.aspx,HP D4H22C DESKJET 2645 AIO YAZTARFOT INK ADV,40,Yazıcılar > Resim > Hp > HP D4H22C DESKJET 2645 AIO YAZTARFOT INK ADV
538,38,http://www.bizdehesapli.com/logitech-m317-kablosuz-mouse-gumus-910-004183-urun-910-004183,LOGITECH M317 Kablosuz Mouse Gümüş (910-004183),55,Bilgisayar > Çevre Birimleri > Mouseler > LOGITECH M317 Kablosuz Mouse Gümüş (910-004183)
539,160,http://www.worldteknoloji.com/Products-18125-asus-xonar-ds-71-kanal-pci-ses-karti.html,ASUS Xonar DS 7.1 Kanal Pci Ses Kartı,79,Bilgisayar Bileşenleri > Ses Kartları > ASUS
540,482,http://www.bizdehesapli.com/corsair-force-gs-240-gb-ssd-disk-cssd-f240gbgs-bk-2-5-555-525mb-s-urun-CSSD-F240GBGS-BK,"Corsair Force GS 240 GB SSD Disk CSSD-F240GBGS-BK 2,5, 555/525MB/s",197,"Bilgisayar > Bilgisayar Bileşenleri > SSD (Solid State Drive) > Corsair Force GS 240 GB SSD Disk CSSD-F240GBGS-BK 2,5, 555/525MB/s"
541,6,http://www.gold.com.tr/s-link-slx-300-kablo_u,"S-link SLX-300 Kablo - 1,8 M Notebook Power",208,Bilgisayar > Bilgisayar Aksesuarları > Kablolar
542,200,http://www.vatanbilgisayar.com/pc-dragon-age-inquisition.html,PC DRAGON AGE INQUISITION,170,Yazılım > Oyunlar > PC > ARAL
543,1143,http://www.incehesap.com/samsung-t800-beyaz-tablet-fiyati-25877/,"Samsung Galaxy Tab S T800 10.5"" Beyaz Tablet",112,Dizüstü > Tablet PC
544,119,http://www.hizlial.com/pioneer-ts-g132ci-13cm-2-yollu-oto-hoparlor/10326265,Pioneer TS-G132Ci 13cm 2-yollu Oto Hoparlör,83,Oto Aks & Navigasyon > Oto Ses ve Görüntü Sistemleri > Hoparlörler
545,418,http://www.dijitall.com/store/ProductDetails.aspx?productid=233944,CORSAIR Hydro H100i Sıvı Soğutma Sistemi Intel 1155 1156 1366 2011 AMD AM2 AM3 CW-9060009-WW,16,Bilgisayar > Donanım Parçaları > İşlemci
546,213,http://www.ereyon.com.tr/urun/hp-d4h22c-inkjet-yazici.aspx,Hp D4H22C DeskJet Avantajlı 2645 Çok Fonksiyonlu Inkjet Yazıcı,40,Bilgisayar > Yazıcı & Tarayıcı > Mürekkep Püskürtmeli Yazıcılar
547,128,http://www.jettekno.com/Products-17459-zalman-performa-775-1155-1366-2011-am2-am3-fm1-bakir--aluminyum-heat--pipe-12-cm-fan-islemci-fani-cnps11x.html,ZALMAN PERFORMA 775-1155-1366-2011 AM2-AM3-FM1 Bakır / Alüminyum Heat - Pipe 12 Cm Fan İşlemci Fanı CNPS11X,203,OEM > Notebook Soğutucular
548,58,http://www.eksenbilgisayar.com/store/ProductDetails.aspx?productid=94474,AIRTIES Air 2411 300 Mbps Kablosuz USB Adaptör,80,İnternet - Ağ Ürünleri > Access Point
549,19,http://www.vatanbilgisayar.com/ip-344-galaxy-tab3-101-ultra-seffaf-ekran-koruyucu.html,IP-344 GALAXY TAB3 10.1'' ULTRA ŞEFFAF EKRAN KORUYUCU,136,Aksesuar Ürünleri > Çantalar ve Kılıflar > Ekran Koruyucu > ADDISON
550,574,http://www.bedavacim.com.tr/Tefal-GV8930-Pro-Express-Buhar-jeneratorlu-utu-Tefal-Garantili-_14294.html,Tefal GV8930 Pro Express Buhar jeneratörlü Ütü(Tefal Garantili),178,Ev Aletleri > Buharlı Tanklı Ütüler
551,135,"http://www.istanbulbilisim.com.tr/delonghi-icm-15250-filtre-kahve-makinesi-fiyati,63023.html",Delonghi ICM 15250 Filtre Kahve Makinesi,127,Çay Ve Kahve Makinesi > DELONGHI
552,299,"http://www.mediamarkt.com.tr/mcs/product/AIRTIES-AIR-5750-1200mbps-802.11ac-4-Port-Kablosuz-VDSL2-ADSL2-Modem-Router,103452,504951,1740673.html?langId=-14",AIRTIES AIR-5750 1200mbps 802.11ac 4 Port Kablosuz VDSL2/ADSL2 Modem Router,76,Bilgisayar > Bilgisayar Bileşenleri > Modemler
553,5266,http://www.bilisimport.com/samsung-ue-55hu7500-led-tv-55-139cm-full-hd-1000hz-4xhdmi-usb-smart-3d-dvb-s-wifi,"SAMSUNG UE-55HU7500 LED TV 55"" 139cm Full HD 1000HZ 4XHDMI Usb Smart 3D DVB-S Wifi",152,Ev Aletleri & Elektronik > Televizyon
554,101,http://www.deveyuku.com/urun/hp-c4906a-siyah-kartus-of-pro-8000-8500940xl_154060.aspx,HP C4906A SİYAH KARTUŞ OF PRO 8000-8500940XL,172,Tüketim Malzemeleri > Resim > Hp > HP C4906A SİYAH KARTUŞ OF PRO 8000-8500940XL
555,206,http://www.worldteknoloji.com/Products-13756-xerox-106r01476-yuksek-kapasiteli-toner-2500-sayfa-siyah.html,Xerox 106R01476 Yüksek Kapasiteli Toner 2.500 Sayfa Siyah,68,Tüketim Ürünleri > Laser Yazıcı Tonerleri > Xerox
556,790,"http://www.istanbulbilisim.com.tr/sony-xperia-m2-dual-siyah-cep-telefonu-fiyati,122915.html",Sony Xperia M2 Dual Siyah Cep Telefonu,38,Cep Telefonu > SONY
557,41,http://www.webdenal.com/addison-smg-tab3-03_662331.html,Smg-tab3-03 10.1 Açık Mavi Samsung Galaxy,280,Bilgisayar Ürünleri > Aksesuarlar > Tablet Aksesuar > Tablet Kılıf
558,40,http://www.telepanya.com/asp/product/80148/FRISBY-FK-W98QU-Kablosuz-Klavye-Mouse-Seti,FRİSBY FK-W98QU Kablosuz Klavye Mouse Seti,77,Bilgisayarlar > Çevre Birimleri > Klavye & Mouse Set > Wireless Setler > FRISBY
559,39,"http://www.mediamarkt.com.tr/mcs/product/CANON-CLI-551-CY-Mavi-Kartuş,103452,504965,855702.html?langId=-14",CANON CLI-551 CY Mavi Kartuş,10,Bilgisayar > Ofis Malzemeleri > Kartuşlar
560,497,http://www.webdenal.com/panasonic-v100_624602.html,Hc-v100 Akıllı 42x Zoom Full Hd Video Kamera,107,Fotoğraf / Elektronik > Video Kamera
561,45,http://www.vatanbilgisayar.com/dj-220d-masaustu-hesap-makinesi.html,DJ-220D MASAÜSTÜ HESAP MAKİNESİ,218,Tüketici Elektroniği > Hesap Makinesi > 4 İşlem > CASIO
562,998,http://www.ereyon.com.tr/urun/samsung-galaxy-tab-s-t800-16gb-tablet.aspx,"Samsung Galaxy Tab S T800 16GB 10.5""",112,Bilgisayar > Bilgisayarlar > Tablet
563,338,http://www.buroteknik.com/xerox-108r00796_116148.html,Xerox 108R00796 3635 Yüksek Kapasiteli Toner 10 000 Sayfa,124,Toner Kartuş Şerit > Toner
564,15,http://www.hizlial.com/snopy-sg-650-usb-siyah-joypad/10426675,Snopy SG-650 USB Siyah Joypad,269,Oyun & Oyun Konsolu > Aksesuarlar
565,7999,http://www.bizdeuygun.com/LG-65UB980V_174812.html,LG 65UB980V,75,Elektronik
